,msno,is_churn,city,age,gender,registered_via,registration_init_time,gender_male,gender_nan,gender_female,total_days_since_joined,cost_per_month,on_auto_renew,payment_method_latest,churn_returned_in_past,churn_returned_num_times,churned_full_in_past,churned_full_num_times,churned_any_in_past,churned_any_num_times,total_mins_last_month,total_mins_last_6_months,num_unique_last_month,num_unique_last_6_months,num_songs_started_last_month,num_songs_started_last_6_months,num_songs_listened_last_month,num_songs_listened_last_6_months,num_songs_finished_last_month,num_songs_finished_last_6_months,songs_affinity_nps_last_month,songs_affinity_nps_last_6_months,songs_percent_loved_last_month,songs_percent_loved_last_6_months,songs_percent_disliked_last_month,songs_percent_disliked_last_6_months,active_days_L30_last_month,active_days_L30_last_6_months_avg,is_MAU_last_month,is_WAU_last_month,is_WAU_last_6_months,is_DAU_last_month,is_DAU_last_6_months,avg_min_per_song,last_6_months_avg_monthly_mins,last_month_vs_6_month_avg
1064,Fcjexvqg2Jubw+oifXCoO3xOnjRfKFi6/L1dUnKA6CM=,1,4.0,37.0,male,3.0,2015-06-27,1,0,0,585.0,149.0,1.0,40.0,False,0.0,False,0.0,False,0.0,0.0,5052.691583333333,0.0,1069.0,0.0,1259.0,0.0,1163.0,0.0,1141.0,,0.8371723590150913,,0.9134233518665608,,0.07069102462271644,0.0,2.8333333333333335,False,False,False,False,False,,842.1152638888889,0.0
1065,MYltV+IrmdUqVM8x9E46XzE+dewf3+M1W3AZp4IKixs=,1,1.0,18.0,,7.0,2015-01-04,0,1,0,759.0,149.0,1.0,41.0,True,1.0,False,0.0,True,1.0,1740.679533333333,14556.824966666667,276.0,1911.0,545.0,4975.0,455.0,3835.0,419.0,3538.0,0.6458715596330276,0.5135678391959799,0.8110091743119267,0.742713567839196,0.12477064220183487,0.17969849246231157,18.0,25.5,True,True,False,False,False,3.19390740061162,2426.1374944444447,0.717469449822722
1066,2RWjI1IDvbQBqCPT71Ir0dHIKBp2vXPNpTluXePeJ3A=,0,,,,,,0,1,0,,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,False,False,,False,,,,
1067,pfKLnnnQfGar7j4kTkQW/kecBCCx03m5XFCnptWO9iM=,1,4.0,33.0,male,9.0,2004-08-16,1,0,0,4552.0,149.0,0.0,38.0,False,0.0,False,0.0,False,0.0,9963.593183333334,54987.10973333334,1765.0,9837.0,2583.0,13944.0,2535.0,13577.0,2516.0,13440.0,0.9597367402245451,0.9419104991394148,0.978319783197832,0.9682300631095812,0.010452961672473868,0.015562248995983935,25.0,21.5,True,True,False,True,False,3.8573725061298236,9164.51828888889,1.087192241780263
1068,7FoyJX9kmW26yU3KB+V3VT4vUcEH3KpSLfOwLhPJPP4=,0,5.0,37.0,male,9.0,2009-12-28,1,0,0,2592.0,149.0,1.0,40.0,False,0.0,False,0.0,False,0.0,1088.5936833333333,8023.602066666667,255.0,2008.0,297.0,2354.0,271.0,1933.0,263.0,1790.0,0.8148148148148148,0.6091758708581139,0.9023569023569024,0.7880203908241291,0.06060606060606061,0.13466440101954122,10.0,14.0,True,True,False,False,False,3.66529859708193,1337.2670111111113,0.8140436235160249
1069,fr7Vu7KrXS+zVjcEuM7PmODXuo6G/gwmGwY8nfaUhdc=,0,1.0,,,7.0,2013-10-02,0,1,0,1218.0,149.0,1.0,41.0,False,0.0,False,0.0,False,0.0,1352.8237833333335,10827.685733333336,198.0,1601.0,355.0,2811.0,321.0,2525.0,296.0,2357.0,0.7830985915492957,0.7666310921380292,0.8788732394366198,0.8683742440412665,0.0676056338028169,0.0736392742796158,19.0,23.666666666666668,True,True,False,False,False,3.8107712206572772,1804.6142888888892,0.7496470529257941
1070,zP6e/LbOJHkP3uX79aImq7E5p72jYqoOBt4O5hVosGc=,0,15.0,,,7.0,2012-04-25,0,1,0,1743.0,149.0,1.0,41.0,False,0.0,False,0.0,False,0.0,3087.148066666667,11879.819216666665,659.0,2676.0,878.0,3494.0,729.0,2880.0,696.0,2743.0,0.6469248291571754,0.6262163709215799,0.816628701594533,0.8019461934745278,0.15034168564920272,0.13737836290784203,25.0,16.833333333333332,True,True,False,True,False,3.5161139711465457,1979.9698694444442,1.5591894171262737
1071,HmCOTCYZeYKxrA+m8h0GlCsJDTD5etsdAUsS+936ar0=,1,13.0,29.0,male,3.0,2013-06-13,1,0,0,1329.0,180.0,0.0,36.0,False,0.0,False,0.0,False,0.0,50.39458333333334,2931.7342,47.0,646.0,51.0,937.0,4.0,690.0,1.0,618.0,-0.8823529411764706,0.41728922091782283,0.0392156862745098,0.6808964781216649,0.5294117647058824,0.18356456776947705,1.0,5.666666666666667,True,False,False,False,False,0.9881290849673203,488.62236666666666,0.10313605510349473
1072,Y4U8f5yo55yAW0KwgYhOBr3hXnnCMBJYpLgtNYZ0gks=,0,1.0,,,7.0,2014-06-28,0,1,0,949.0,129.0,1.0,41.0,False,0.0,False,0.0,False,0.0,609.3416166666667,1859.3378833333334,159.0,451.0,164.0,475.0,158.0,449.0,157.0,440.0,0.926829268292683,0.8863157894736842,0.9634146341463414,0.9410526315789474,0.03048780487804878,0.04421052631578947,6.0,3.5,True,True,False,False,False,3.715497662601626,309.8896472222222,1.9663180817063797
1073,g6jsQ4g5m5iln5iM+dazdHiFRXtPcwQcBlC2BPDQe7c=,1,12.0,26.0,female,9.0,2008-10-12,0,0,1,3034.0,180.0,1.0,36.0,False,0.0,False,0.0,False,0.0,1934.6024499999999,12353.066116666665,526.0,2811.0,548.0,3375.0,445.0,2876.0,428.0,2783.0,0.6076642335766423,0.6894814814814815,0.7956204379562044,0.8373333333333334,0.14416058394160583,0.11851851851851852,16.0,13.333333333333334,True,True,False,False,False,3.5302964416058393,2058.8443527777777,0.9396545432829094
1074,FMUaTrZrrU1Oa8nIbaNrpJZaZHLpj/g/zLqvcPzCb8s=,1,1.0,,,3.0,2013-07-22,0,1,0,1290.0,149.0,0.0,38.0,False,0.0,False,0.0,False,0.0,536.4563166666666,536.4563166666666,140.0,140.0,180.0,180.0,134.0,134.0,112.0,112.0,0.4444444444444444,0.4444444444444444,0.7,0.7,0.2222222222222222,0.2222222222222222,7.0,1.1666666666666667,True,True,False,False,False,2.9803128703703696,89.40938611111109,6.0
1075,ftMsG0ZLC8FEeuGJtgMZbSWa2ytJXD4ObqzIKgI/DlA=,1,13.0,22.0,male,3.0,2013-10-25,1,0,0,1195.0,149.0,0.0,38.0,False,0.0,False,0.0,False,0.0,10547.965166666667,31661.46568333333,2046.0,6552.0,2784.0,8740.0,2725.0,8561.0,2709.0,8504.0,0.9554597701149425,0.9560640732265446,0.9766522988505747,0.9765446224256293,0.017600574712643677,0.017276887871853545,30.0,26.5,True,True,True,True,False,3.788780591475096,5276.910947222222,1.9988901219223987
1076,+apW/m3a0yeaK+3iNdbqWcR52pwiptYm+iF5v3GC8eQ=,1,,,,,,0,1,0,,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,False,False,,False,,,,
1077,5m0TBMGDetwpxWc+aPHw7DTbId6PgF1tAyV5gg8VQBQ=,1,15.0,32.0,female,7.0,2010-04-06,0,0,1,2493.0,119.25,0.0,38.0,False,0.0,False,0.0,False,0.0,442.6916333333333,2048.186,109.0,305.0,121.0,528.0,116.0,515.0,114.0,510.0,0.9173553719008265,0.9488636363636364,0.9586776859504132,0.9734848484848485,0.01652892561983471,0.01893939393939394,5.0,2.0,True,True,False,False,False,3.658608539944903,341.3643333333334,1.2968303659921507
1078,dm8HWhdsJGI/4rRFgJwN1fu2qrGYvD8wmIKGZgnp05A=,0,15.0,28.0,male,7.0,2012-05-19,1,0,0,1719.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,512.9070333333333,3516.1845333333335,166.0,1004.0,172.0,1155.0,122.0,846.0,113.0,756.0,0.37209302325581395,0.42164502164502166,0.6627906976744186,0.6891774891774892,0.10465116279069768,0.1619047619047619,10.0,14.166666666666666,True,True,False,False,False,2.9820176356589143,586.0307555555556,0.8752220399202406
1079,jYsG+6SmYcL7SQV+vunVtopO23KmKAiuXo0WWIhtIlI=,1,1.0,,,3.0,2012-12-07,0,1,0,1517.0,180.0,0.0,29.0,False,0.0,False,0.0,False,0.0,438.75455,6805.352616666669,107.0,1429.0,155.0,2039.0,119.0,1662.0,109.0,1577.0,0.5032258064516129,0.6066699362432565,0.7354838709677419,0.7915644923982345,0.2129032258064516,0.1525257479156449,12.0,14.5,True,True,False,False,False,2.830674516129032,1134.2254361111115,0.38683187312774964
1080,ypRNHQ7qQ582qhIOckjhrNFJV8KJBF6GzZIxrIWh/nY=,0,,,,,,0,1,0,,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,False,False,,False,,,,
1081,HzUy+57uSYvpw3aJudjxKMKuNq/Jz/5G8jnJMXB5Mb0=,0,1.0,,,7.0,2012-09-28,0,1,0,1587.0,149.0,1.0,41.0,False,0.0,False,0.0,False,0.0,2597.393583333333,13420.44595,714.0,3562.0,889.0,4376.0,604.0,3150.0,519.0,2702.0,0.31158605174353204,0.39648080438756855,0.6321709786276716,0.6766453382084096,0.19347581552305962,0.21503656307129798,24.0,22.333333333333332,True,True,False,True,False,2.921702568428946,2236.7409916666666,1.161240211991614
1082,IcEFfLfjxNyl4lvriaP98EeVzZni0JAjlGTFC/Mtl2Q=,0,1.0,,,7.0,2012-02-08,0,1,0,1820.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,427.2135833333333,10116.297833333334,102.0,1829.0,116.0,2482.0,67.0,1859.0,61.0,1745.0,0.1206896551724138,0.47381144238517325,0.5431034482758621,0.7248186946011281,0.3879310344827586,0.2062852538275584,12.0,23.0,True,True,False,False,False,3.6828757183908043,1686.049638888889,0.25338137945622297
1083,OdAJb0ZYLcsOd0DwVLQe24Ff6qN1pdV3c8pBPNU9WUw=,1,1.0,,,4.0,2016-12-03,0,1,0,60.0,149.0,0.0,38.0,False,0.0,False,0.0,False,0.0,125.58919999999999,384.8101666666667,63.0,143.0,71.0,159.0,30.0,92.0,18.0,76.0,-0.23943661971830985,0.10062893081761007,0.3380281690140845,0.5220125786163522,0.43661971830985913,0.3333333333333333,3.0,1.3333333333333333,True,False,,False,,1.7688619718309857,64.13502777777778,1.958199822336641
1084,NBgSY0UzOhjngPjDxep3fD3yDc4tcq39Wwn5MHCy7ww=,1,13.0,23.0,female,7.0,2013-10-10,0,0,1,1210.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,594.9101166666667,2345.8676666666665,93.0,881.0,97.0,955.0,67.0,409.0,60.0,324.0,0.36082474226804123,-0.19162303664921465,0.6701030927835051,0.38010471204188484,0.28865979381443296,0.5026178010471204,10.0,9.0,True,True,False,False,False,6.133093986254296,390.9779444444444,1.5215950800293796
1085,HPyuHZn2nJhJt6IkdU+U6xVyq1EYe+4WWzupQv5ebU4=,0,1.0,,,7.0,2016-01-04,0,1,0,394.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,689.8756500000001,2843.7307333333333,92.0,407.0,216.0,848.0,159.0,649.0,117.0,445.0,0.4398148148148148,0.4893867924528302,0.7037037037037037,0.7240566037735849,0.2175925925925926,0.18867924528301888,16.0,13.333333333333334,True,True,False,False,False,3.1938687500000005,473.9551222222222,1.4555716726203873
1086,qr/eP8C2pu1X6FPiDX2jimbz0kTjKRe8hjlJBYxpnxs=,0,1.0,,,7.0,2015-12-28,0,1,0,401.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,False,False,,False,,,,
1087,4C6eeyaRB/jFYYUmVVvAz/af3ebQNJN7em5yUJsNbt8=,0,1.0,,,7.0,2013-08-11,0,1,0,1270.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,1860.3029999999999,10658.843000000003,494.0,3871.0,618.0,4613.0,464.0,2534.0,440.0,2204.0,0.48705501618122976,0.057229568610448735,0.7362459546925566,0.5079124214177325,0.215210355987055,0.3394753956210709,23.0,21.166666666666668,True,True,False,True,False,3.0101990291262135,1776.4738333333337,1.0471885175529836
1088,R/Q0ccE4CB3Y9Ea0QwEM6grnYFCRudOS1exHQ46AbG8=,1,5.0,17.0,female,3.0,2015-06-30,0,0,1,582.0,149.0,0.0,38.0,False,0.0,False,0.0,False,0.0,2832.4224833333337,7902.555383333333,899.0,2413.0,1098.0,3060.0,648.0,1808.0,521.0,1483.0,0.14025500910746813,0.1437908496732026,0.5500910746812386,0.5529411764705883,0.3214936247723133,0.3150326797385621,25.0,9.5,True,True,False,True,False,2.579619748026716,1317.092563888889,2.1505113315424347
1089,TS3omkLgcVm3jOGfI+OVDAc1Rk3KMMrfyC7JL0lH808=,1,1.0,,,7.0,2016-11-08,0,1,0,85.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,0.0,411.7203333333334,0.0,126.0,0.0,193.0,0.0,80.0,0.0,67.0,,-0.21243523316062177,,0.37305699481865284,,0.5544041450777202,0.0,0.6666666666666666,False,False,,False,,,68.62005555555557,0.0
1090,el/pemNJoxFq9/HQgEebS9lT2PQdozuwlRkNYYz2gKY=,0,1.0,,,7.0,2014-02-22,0,1,0,1075.0,149.0,1.0,41.0,False,0.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,False,False,,False,,,,
1091,OPK4mOv54VBtncz19Lhm4hYnZvzNX+8pWupH6lsKXKE=,0,6.0,29.0,female,9.0,2009-02-03,0,0,1,2920.0,149.0,1.0,34.0,False,0.0,False,0.0,False,0.0,1646.5684666666668,8547.9119,242.0,1549.0,450.0,2561.0,404.0,2019.0,395.0,1872.0,0.7866666666666666,0.5458805154236627,0.8888888888888888,0.7575165950800469,0.08,0.1542366263178446,20.0,19.0,True,True,False,False,False,3.659041037037037,1424.6519833333332,1.1557689077258742
1092,lUDGj8mKwj3Ljq5u2OY2qeba6+yxndCo8HokYQYIqCo=,1,15.0,20.0,male,9.0,2015-06-28,1,0,0,584.0,150.0,0.0,28.0,False,0.0,False,0.0,False,0.0,821.2209666666666,821.2209666666666,206.0,206.0,288.0,288.0,220.0,220.0,192.0,192.0,0.4861111111111111,0.4861111111111111,0.7222222222222222,0.7222222222222222,0.1840277777777778,0.1840277777777778,6.0,1.0,True,True,False,False,False,2.8514616898148146,136.87016111111112,6.0
1093,J1ySpIEtHy5/fHbMOkx69ZWI/XbW2EpGo09f473gDDM=,0,1.0,,,7.0,2012-01-14,0,1,0,1845.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,0.0,1.4802666666666666,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,,-1.0,,0.0,,1.0,0.0,0.16666666666666666,False,False,False,False,False,,0.2467111111111111,0.0
1094,XbomQd1tLe86RV27/oi8jKxTiXd/8/3zMEFSFE1nik0=,0,1.0,,,7.0,2015-08-05,0,1,0,546.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,1949.269083333333,8116.476633333334,377.0,1808.0,503.0,2557.0,433.0,1988.0,414.0,1862.0,0.7037773359840954,0.5314822057098162,0.8429423459244533,0.7540086038326164,0.11928429423459244,0.19593273367227218,25.0,21.833333333333332,True,True,False,True,False,3.875286447978793,1352.7461055555557,1.440971868503582
1095,38jAgLd9sAb9Aq6XURfquwPn1JMdCsPQLkThjTXvpNk=,1,22.0,27.0,female,3.0,2012-10-01,0,0,1,1584.0,149.0,1.0,40.0,False,0.0,False,0.0,False,0.0,4791.220983333332,17397.400866666667,1352.0,5185.0,1645.0,6235.0,1299.0,4610.0,1227.0,4303.0,0.5525835866261398,0.4453889334402566,0.7629179331306991,0.7060144346431435,0.14650455927051673,0.16760224538893345,29.0,25.5,True,True,False,True,False,2.9125963424518733,2899.5668111111113,1.6523919935120723
1096,C7AI4vYYl71T9qR6WUJ6n7aJkJI/SQT9RQ38QR4t+58=,0,5.0,28.0,female,9.0,2009-11-14,0,0,1,2636.0,149.0,1.0,40.0,False,0.0,False,0.0,False,0.0,1089.2027166666667,1897.4561999999999,255.0,538.0,358.0,652.0,265.0,450.0,250.0,417.0,0.44972067039106145,0.3450920245398773,0.7094972067039106,0.6549079754601227,0.20949720670391062,0.2469325153374233,9.0,2.8333333333333335,True,True,False,False,False,3.0424656890130355,316.24269999999996,3.4441987646407863
1097,/Dgo9V2G2F0yi39Om/AKyGJbpEDntvPi37gaMYxehNw=,1,11.0,,,9.0,2016-11-07,0,1,0,86.0,159.0,0.0,38.0,False,0.0,False,0.0,False,0.0,2296.43755,7358.36445,711.0,2490.0,782.0,2812.0,609.0,1920.0,595.0,1834.0,0.5460358056265985,0.3488620199146515,0.7672634271099744,0.6660739687055477,0.17135549872122763,0.24679943100995733,26.0,12.333333333333334,True,True,,True,,2.936620907928389,1226.394075,1.8725119411556193
1098,Li2as+77g2ri7p/2CDUElnRJs6DXx0F5dNpfET+p0+M=,1,5.0,34.0,female,3.0,2015-04-26,0,0,1,647.0,180.0,0.0,36.0,False,0.0,False,0.0,False,0.0,169.09688333333332,882.9852666666667,48.0,198.0,53.0,308.0,42.0,219.0,23.0,161.0,0.4528301886792453,0.34415584415584416,0.660377358490566,0.6331168831168831,0.1320754716981132,0.2077922077922078,3.0,3.8333333333333335,True,False,False,False,False,3.190507232704402,147.16421111111111,1.1490353670680349
1099,QOpvTLbHbBc64l/0WW+NyeO6OODlgfvnnV83eRH8dpY=,0,13.0,22.0,female,9.0,2008-12-27,0,0,1,2958.0,180.0,0.0,36.0,False,0.0,False,0.0,False,0.0,5847.563316666667,11550.1969,927.0,1722.0,1774.0,3378.0,1383.0,2680.0,1221.0,2405.0,0.5208568207440811,0.5521018354055655,0.7412626832018039,0.7587329780935465,0.14487034949267194,0.1373593842510361,30.0,8.166666666666666,True,True,False,True,False,3.2962589158211197,1925.0328166666668,3.037643444848979
1100,kitDBw0yp9xxlJKLitZg6iFq19qDxJG/zApER6TiGy8=,1,,,,,,0,1,0,,149.0,1.0,41.0,False,0.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,False,False,,False,,,,
1101,S2J0knPwRCNe6wbpXhvQ1KmOWwoq3YOx+LGKVZNv8Yc=,0,15.0,18.0,female,3.0,2014-10-04,0,0,1,851.0,180.0,1.0,36.0,False,0.0,False,0.0,False,0.0,1156.65985,6853.106183333333,258.0,1637.0,298.0,1785.0,276.0,1602.0,246.0,1489.0,0.8288590604026845,0.7742296918767507,0.9026845637583892,0.876750700280112,0.053691275167785234,0.07507002801120448,13.0,9.666666666666666,True,True,False,False,False,3.8814088926174497,1142.1843638888888,1.012673511009926
1102,AcrukVqKyms3BsfRJLs5OtFiH4KCScaaS9w41gncD7M=,0,15.0,19.0,male,7.0,2016-07-20,1,0,0,196.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,5291.365250000001,21995.90101666667,1148.0,4218.0,1873.0,7385.0,1258.0,5271.0,1021.0,4469.0,0.2808328884143086,0.37725118483412323,0.609183128670582,0.6635071090047393,0.23278163374265884,0.2005416384563304,30.0,19.666666666666668,True,True,False,True,False,2.8250748798718637,3665.9835027777785,1.4433685383446604
1103,Zjfxj/oBtgqLTMMFDimYhjwSiTHHm2jiVQE3QuShmUw=,0,1.0,,,7.0,2015-11-12,0,1,0,447.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,106.83526666666667,662.8001666666667,55.0,232.0,62.0,267.0,28.0,166.0,23.0,148.0,-0.16129032258064516,0.20973782771535582,0.3870967741935484,0.5880149812734082,0.5,0.3258426966292135,4.0,2.5,True,False,False,False,False,1.7231494623655914,110.46669444444444,0.9671264918712302
1104,xM4T4KBldlJvqOWiwuc/ShvLSgHQn4IFV+q7tzsa27Q=,1,1.0,,,4.0,2015-11-04,0,1,0,455.0,149.0,0.0,38.0,False,0.0,False,0.0,False,0.0,1113.7595333333334,4566.141066666666,369.0,1519.0,395.0,1740.0,273.0,1171.0,230.0,1003.0,0.3291139240506329,0.2850574712643678,0.6379746835443038,0.6120689655172413,0.21012658227848102,0.22528735632183908,18.0,15.0,True,True,False,False,False,2.819644388185654,761.023511111111,1.463502135048653
1105,EhHUKL9820zXexIx2/lU5PBfqYLnqnRLMBTrBWD01SI=,0,1.0,,,13.0,2016-11-22,0,1,0,71.0,149.0,1.0,30.0,False,0.0,False,0.0,False,0.0,1167.3150166666667,7031.371650000001,267.0,1349.0,314.0,1971.0,276.0,1648.0,270.0,1567.0,0.7420382165605095,0.6519533231861999,0.8630573248407644,0.8158295281582952,0.09872611464968153,0.13140537798072044,22.0,10.166666666666666,True,True,,True,,3.7175637473460723,1171.895275,0.9960915805097572
1106,jIHS3yT6sdC153AqDtFaXuW5mf2lMBxj2qr4gmq3lOI=,0,22.0,,,4.0,2015-11-22,0,1,0,437.0,149.0,1.0,39.0,False,0.0,False,0.0,False,0.0,11644.238650000001,82451.8873,2821.0,19572.0,3078.0,22030.0,2888.0,20220.0,2831.0,19386.0,0.8651721897335932,0.81307308216069,0.9269005847953217,0.8952337721289151,0.051332033788174136,0.05256468452110758,29.0,29.333333333333332,True,True,True,True,False,3.783053492527616,13741.981216666667,0.8473478799314277
1107,DeO8OUvWQrbmDn+SkGSoOz0ryrhTWx7zJYYeWDANlWo=,1,22.0,36.0,female,9.0,2009-09-22,0,0,1,2689.0,180.0,0.0,36.0,False,0.0,False,0.0,False,0.0,255.87566666666666,270.5491833333333,59.0,64.0,59.0,64.0,59.0,63.0,58.0,62.0,0.9830508474576272,0.953125,0.9830508474576272,0.96875,0.0,0.0,4.0,0.8333333333333334,True,False,False,False,False,4.336875706214689,45.09153055555555,5.6745837525167175
1108,E+N3Mt2EiOg0MPp53hR/gAizsM7RanqmIhBF0jKIiDA=,0,1.0,,,7.0,2016-11-25,0,1,0,68.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,0.0,1.2201333333333333,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,,-1.0,,0.0,,1.0,0.0,0.16666666666666666,False,False,,False,,,0.20335555555555554,0.0
1109,qZsRFje4c8xI3IHGsDNdTCSg9bfzs1/AKb7X101enSk=,1,6.0,18.0,female,3.0,2015-01-16,0,0,1,747.0,180.0,0.0,29.0,False,0.0,False,0.0,False,0.0,149.71745,2846.9494666666665,13.0,137.0,50.0,863.0,39.0,740.0,33.0,699.0,0.48,0.694090382387022,0.7,0.8366164542294322,0.14,0.10892236384704519,4.0,3.5,True,False,False,False,False,2.994349,474.49157777777776,0.31553236561370185
1110,2J3Bqqjf0GwQUv8RyYwmfH/5qEAQDq2nHMMSh7+9apI=,1,3.0,21.0,male,3.0,2015-01-29,1,0,0,734.0,180.0,0.0,36.0,False,0.0,False,0.0,False,0.0,550.0288166666667,3243.2315666666664,270.0,1198.0,289.0,1287.0,116.0,733.0,99.0,623.0,-0.21453287197231835,0.09401709401709402,0.38408304498269896,0.5244755244755245,0.4463667820069204,0.29836829836829837,7.0,7.333333333333333,True,True,False,False,False,1.9032138985005767,540.5385944444444,1.0175569743210957
1111,dbaVzJs/XDSnvaX3vZYVEcEkP0htcFzkRZ6Nkma8kX8=,0,1.0,,,7.0,2013-05-06,0,1,0,1367.0,149.0,1.0,41.0,False,0.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,False,False,,False,,,,
1112,U8cxkuxgsjvJRCQQxaPYseqxXgbZg9DDByfCqVtZw2k=,0,5.0,28.0,female,9.0,2015-01-25,0,0,1,738.0,149.0,1.0,40.0,False,0.0,False,0.0,False,0.0,3239.189233333334,20973.699699999997,842.0,5466.0,991.0,6607.0,794.0,5112.0,725.0,4735.0,0.5630676084762866,0.5158165581958529,0.7618567103935419,0.7420917209020735,0.14228052472250252,0.18434993189041926,29.0,28.666666666666668,True,True,True,True,False,3.2686066935755136,3495.6166166666662,0.9266431615782125
1113,V1Em7WQ3Nur8HwiBhcvpz43Cu85n1YHT2FaAvmEzkew=,0,1.0,,,7.0,2013-11-06,0,1,0,1183.0,149.0,0.0,38.0,False,0.0,False,0.0,False,0.0,1115.0239666666664,5099.593349999999,261.0,1322.0,287.0,1513.0,275.0,1259.0,268.0,1187.0,0.8989547038327527,0.644415069398546,0.9407665505226481,0.8122934567085262,0.017421602787456445,0.11103767349636484,9.0,8.666666666666666,True,True,False,False,False,3.8851009291521477,849.9322249999999,1.3118975064943168
1114,4updHhgUZOt1YzewTQ8D2NDyACqXD9Yfo0wVPEAiFN0=,0,1.0,,,7.0,2012-02-15,0,1,0,1813.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,3409.546033333333,9563.755866666666,488.0,1727.0,990.0,3132.0,863.0,2425.0,793.0,2184.0,0.7101010101010101,0.5140485312899106,0.8383838383838383,0.7397828863346104,0.09696969696969697,0.16187739463601533,29.0,21.0,True,True,False,True,False,3.443985892255892,1593.959311111111,2.1390420756453437
1115,CYiGw4HIFgVafeURA6ASG4/n/CPQEgRKGkwiv8l8Lqs=,1,1.0,,,7.0,2012-06-06,0,1,0,1701.0,149.0,1.0,41.0,True,1.0,False,0.0,True,1.0,333.0221166666667,6769.3917833333335,95.0,1793.0,118.0,2389.0,83.0,1641.0,70.0,1361.0,0.3644067796610169,0.31603181247383844,0.6610169491525424,0.6291335286730849,0.2033898305084746,0.23357053160318125,13.0,23.0,True,True,False,False,False,2.822221327683616,1128.231963888889,0.295171673313329
1116,Edgxj+J72hcQcPrXwc4Aa8waL3mYlPXC1o2RV5+pcsw=,1,15.0,,,7.0,2013-12-02,0,1,0,1157.0,149.0,1.0,41.0,True,1.0,False,0.0,True,1.0,2601.7410999999997,21762.677316666664,562.0,5033.0,686.0,6067.0,632.0,5265.0,617.0,5006.0,0.8338192419825073,0.7176528762155926,0.9125364431486881,0.8498434151969672,0.06705539358600583,0.10482940497774848,19.0,23.666666666666668,True,True,False,False,False,3.7926255102040813,3627.1128861111106,0.7173035915045682
1117,G/b1DDQ/TLP8mvt7Z4SMr+zu9b6NJ8Uz7CujisiqpLI=,1,1.0,,,9.0,2014-03-05,0,1,0,1064.0,180.0,0.0,29.0,False,0.0,False,0.0,False,0.0,387.62033333333335,420.0987833333334,98.0,127.0,114.0,146.0,96.0,97.0,91.0,91.0,0.6578947368421053,0.3013698630136986,0.8157894736842105,0.636986301369863,0.12280701754385964,0.2054794520547945,6.0,1.3333333333333333,True,True,False,False,False,3.4001783625730995,70.01646388888891,5.536131244052241
1118,in/wWNCtBZfHtMvey1LM0JvUAH+gXfZVqDIAJkbhZ2k=,0,3.0,21.0,,7.0,2014-01-21,0,1,0,1107.0,149.0,1.0,39.0,True,1.0,False,0.0,True,1.0,1165.3027166666666,5666.239533333332,304.0,1328.0,343.0,1560.0,304.0,1393.0,288.0,1322.0,0.7551020408163265,0.767948717948718,0.8688046647230321,0.875,0.09329446064139942,0.08846153846153847,25.0,19.833333333333332,True,True,False,True,False,3.397384013605442,944.3732555555553,1.2339429455582613
1119,cdTsbE1LsdYFwDyFGMgNaDwQiU3hsSGNX8kckV9o0mA=,0,,,,,,0,1,0,,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,False,False,,False,,,,
1120,G6SZhOkgOxG3gXPzOQXvcLmWu1zSehYRA81wbkyqVpk=,0,1.0,,,7.0,2016-10-10,0,1,0,114.0,149.0,1.0,41.0,False,0.0,False,0.0,False,0.0,6912.769466666667,27320.968216666664,1488.0,5553.0,1668.0,6847.0,1596.0,6493.0,1569.0,6366.0,0.9064748201438849,0.886957791733606,0.9496402877697842,0.9386592668321893,0.03177458033573141,0.0365123411713159,27.0,18.333333333333332,True,True,,True,,4.1443462030375695,4553.494702777777,1.518123972440257
