,msno,is_churn,city,age,gender,registered_via,registration_init_time,gender_nan,gender_female,gender_male,total_days_since_joined,cost_per_month,on_auto_renew,payment_method_latest,churn_returned_in_past,churn_returned_num_times,churned_full_in_past,churned_full_num_times,churned_any_in_past,churned_any_num_times,total_mins_last_month,total_mins_last_6_months,num_unique_last_month,num_unique_last_6_months,num_songs_started_last_month,num_songs_started_last_6_months,num_songs_listened_last_month,num_songs_listened_last_6_months,num_songs_finished_last_month,num_songs_finished_last_6_months,songs_affinity_nps_last_month,songs_affinity_nps_last_6_months,songs_percent_loved_last_month,songs_percent_loved_last_6_months,songs_percent_disliked_last_month,songs_percent_disliked_last_6_months,active_days_L30_last_month,active_days_L30_last_6_months_avg,is_MAU_last_month,is_WAU_last_month,is_WAU_last_6_months,is_DAU_last_month,is_DAU_last_6_months,avg_min_per_song,last_6_months_avg_monthly_mins,last_month_vs_6_month_avg
371,UJIg8ZdrQAV2RTpij8TVgpuZ8KFPxRum0zbrGg0Cfc8=,0,4.0,,,7.0,2013-11-26,1,0,0,1163.0,149.0,1.0,40.0,False,0.0,False,0.0,False,0.0,6025.295283333334,19518.642083333332,1415.0,4538.0,1499.0,5149.0,1427.0,4633.0,1404.0,4430.0,0.8945963975983989,0.7789862109147407,0.9426284189459639,0.8791998446300252,0.03802535023348899,0.07535443775490386,23.0,19.666666666666668,True,True,False,True,False,4.01954321770069,3253.1070138888886,1.8521663313284198
372,TI8mjjFQizDNpL0s137efP6CmgDsxcbbrn9cGM2Vus0=,0,9.0,19.0,female,7.0,2016-06-28,0,1,0,218.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,410.7223333333334,2957.3438333333334,80.0,684.0,121.0,952.0,95.0,711.0,86.0,614.0,0.5537190082644629,0.4579831932773109,0.768595041322314,0.7111344537815126,0.1322314049586777,0.16911764705882354,13.0,14.666666666666666,True,True,False,False,False,3.394399449035813,492.8906388888889,0.8332930287724971
373,grj9J9m4swsZaCtJBsVwQ5Y7ziz4u+k6BybH5TUQeb4=,0,12.0,27.0,female,9.0,2011-01-05,0,1,0,2219.0,149.0,1.0,31.0,True,1.0,False,0.0,True,1.0,1489.233516666667,7163.756566666666,362.0,1505.0,417.0,1980.0,339.0,1607.0,309.0,1430.0,0.5995203836930456,0.5823232323232324,0.7865707434052758,0.7707070707070707,0.1510791366906475,0.1297979797979798,18.0,13.333333333333334,True,True,False,False,False,3.5713033972821746,1193.9594277777776,1.247306635400886
374,AyDJj08/WYUzxwjE8qKc3cB1Ss2hc4/j6puoCLrDfBU=,0,22.0,37.0,male,7.0,2012-12-28,0,0,1,1496.0,149.0,1.0,41.0,False,0.0,False,0.0,False,0.0,471.9830333333333,2988.8558833333327,130.0,697.0,139.0,781.0,109.0,719.0,102.0,689.0,0.5323741007194245,0.8207426376440461,0.7482014388489209,0.9001280409731114,0.12949640287769784,0.0499359795134443,6.0,6.166666666666667,True,True,False,False,False,3.39556139088729,498.14264722222214,0.9474856970493053
375,T+qqT/lFQf3B7kb+jFpCQLfXx3RWaHfN9rncMikNKIE=,0,4.0,,,9.0,2011-11-03,1,0,0,1917.0,129.0,1.0,30.0,False,0.0,False,0.0,False,0.0,205.11306666666667,6805.203833333333,49.0,1921.0,56.0,2225.0,50.0,1640.0,49.0,1540.0,0.7678571428571429,0.45258426966292137,0.875,0.7155056179775281,0.10714285714285714,0.23820224719101124,2.0,10.5,True,False,False,False,False,3.662733333333333,1134.2006388888888,0.18084372344173968
376,LEJeR5qpiLj665vSv3tjw4Ds91tOQIZG9hdlTXVxP0o=,1,13.0,38.0,female,9.0,2009-01-10,0,1,0,2944.0,149.0,1.0,40.0,False,0.0,False,0.0,False,0.0,321.79005,1501.2383666666667,133.0,625.0,164.0,859.0,74.0,364.0,52.0,303.0,-0.17073170731707318,-0.19441210710128057,0.3780487804878049,0.3818393480791618,0.39634146341463417,0.46449359720605354,10.0,6.5,True,True,False,False,False,1.9621344512195122,250.20639444444444,1.2860984257196908
377,MaboYoQv2DJhCelDgNPpbdWSjyHDOlqY3dHt+uU4Ha8=,0,10.0,37.0,female,9.0,2010-09-05,0,1,0,2341.0,149.0,1.0,31.0,False,0.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,False,False,,False,,,,
378,771bNPA/QK8/pVXjk7BKlKLtHQiN2HtiNxc67mRz0tg=,0,1.0,,,9.0,2016-11-19,1,0,0,74.0,149.0,0.0,38.0,False,0.0,False,0.0,False,0.0,2292.41205,4390.722366666667,717.0,1393.0,792.0,1513.0,586.0,1118.0,575.0,1090.0,0.4696969696969697,0.465300727032386,0.7297979797979798,0.7263714474553866,0.21717171717171718,0.21348314606741572,20.0,7.0,True,True,,False,,2.894459659090909,731.7870611111111,3.1326217308615827
379,qctZN4rCtFFTg0g2inugB1IPsP/aV8bkiyuIO97j2hU=,0,1.0,,,7.0,2012-06-13,1,0,0,1694.0,149.0,1.0,41.0,False,0.0,False,0.0,False,0.0,0.4934,0.4934,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,0.16666666666666666,True,False,False,False,False,0.2467,0.08223333333333334,6.0
380,nDxmt0kKbPJkECwz5bixznBl8lwNDf2QI0b0VA3Et4A=,1,1.0,,,9.0,2016-06-11,1,0,0,235.0,119.25,0.0,38.0,False,0.0,False,0.0,False,0.0,3444.910666666666,28651.107799999998,755.0,6794.0,1078.0,9255.0,797.0,6414.0,657.0,5043.0,0.41836734693877553,0.31269584008643975,0.6790352504638218,0.6196650459211237,0.15398886827458255,0.1640194489465154,26.0,29.333333333333332,True,True,True,True,False,3.19564996907854,4775.184633333333,0.7214193651527847
381,I9tTfNvK6lyq27qAPuKou1zlA+IJUbC+LfgbOY34hZ4=,0,15.0,54.0,female,7.0,2013-01-27,0,1,0,1466.0,129.0,1.0,41.0,False,0.0,False,0.0,False,0.0,2555.155016666666,19945.01431666667,924.0,5833.0,1028.0,7346.0,595.0,5074.0,535.0,4589.0,0.12840466926070038,0.349033487612306,0.5496108949416343,0.6583174516743806,0.39007782101167315,0.267356384426899,26.0,28.666666666666668,True,True,True,True,False,2.485559354734111,3324.1690527777787,0.7686597691328302
382,L1tOhpoNmd8Uva+R8bWlJFBuBVmyJdzG3VaSNs0Khck=,0,4.0,24.0,female,9.0,2007-03-17,0,1,0,3609.0,149.0,1.0,37.0,False,0.0,False,0.0,False,0.0,1192.4385666666667,5536.8062,352.0,1657.0,365.0,1692.0,277.0,1286.0,267.0,1258.0,0.5095890410958904,0.5124113475177305,0.7506849315068493,0.7523640661938534,0.2191780821917808,0.22340425531914893,27.0,23.166666666666668,True,True,False,True,False,3.26695497716895,922.8010333333333,1.2921946590798141
383,GGgPF2LpjWHNperB0vHz1sJf5SHuRY1iXSeGkwDCE40=,0,1.0,,,7.0,2016-01-10,1,0,0,388.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,5868.932333333333,28467.269149999996,608.0,3349.0,1411.0,7070.0,1285.0,6182.0,1227.0,5800.0,0.8001417434443657,0.7207920792079208,0.8894401133947555,0.8463932107496464,0.05598866052445074,0.07425742574257425,30.0,27.833333333333332,True,True,True,True,False,4.1594134183794,4744.544858333333,1.23698531862864
384,5O2uumWhtJDbM94vt+Uye5bBawtCI/M7CMBDQIazHq0=,0,1.0,,,3.0,2013-09-15,1,0,0,1235.0,149.0,0.0,38.0,False,0.0,False,0.0,False,0.0,430.0302166666667,7117.50545,170.0,2488.0,188.0,2767.0,103.0,1685.0,76.0,1448.0,0.026595744680851064,0.17600289121792556,0.4787234042553192,0.567040115648717,0.3670212765957447,0.34550054210336106,16.0,23.166666666666668,True,True,False,False,False,2.2873947695035466,1186.2509083333332,0.3625120230852792
385,bRzFEr+OvjvzzzDrfNOwrJuMKeoDNzfcM/Mb2XaOP9o=,0,,,,,,1,0,0,,149.0,1.0,41.0,False,0.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,False,False,,False,,,,
386,MErlpZZBfhsIfO6Esy3VJYHVHPeTXGQ3HmdqxZ0y598=,0,15.0,50.0,male,9.0,2015-07-05,0,0,1,577.0,149.0,1.0,40.0,False,0.0,False,0.0,False,0.0,2862.9052999999994,8462.653833333334,811.0,2521.0,975.0,2804.0,733.0,2148.0,674.0,1989.0,0.47897435897435897,0.5032097004279601,0.7271794871794872,0.7371611982881597,0.20615384615384616,0.1847360912981455,25.0,19.5,True,True,False,True,False,2.9363131282051276,1410.4423055555555,2.029792561328722
387,FD+eEjTgnLscjkiBDBxxnS+/42GoLQ6GnGG1uJ/TStU=,0,1.0,,,7.0,2016-12-08,1,0,0,55.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,98.31111666666668,247.47421666666668,27.0,110.0,27.0,135.0,24.0,53.0,21.0,45.0,0.7407407407407407,-0.24444444444444444,0.8518518518518519,0.362962962962963,0.1111111111111111,0.5037037037037037,1.0,1.3333333333333333,True,False,,False,,3.641152469135803,41.24570277777778,2.3835481043041993
388,21wecmHpFRwZrQaPwZ9VqKOgqz6pC+gd4khHhBFNmxI=,0,1.0,,,7.0,2016-08-08,1,0,0,177.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,2955.3882333333336,40573.887800000004,171.0,3338.0,669.0,9298.0,636.0,8714.0,622.0,8562.0,0.890881913303438,0.8657775865777586,0.9402092675635276,0.9285867928586793,0.029895366218236172,0.04603140460314046,16.0,17.166666666666668,True,True,,False,,4.417620677628301,6762.314633333334,0.4370379660782716
389,j0dA7SInrbcccIfynvQut6d1RmjCPjXz3hzbK4t/tc0=,0,6.0,35.0,male,9.0,2016-06-08,0,0,1,238.0,149.0,1.0,37.0,False,0.0,False,0.0,False,0.0,2926.9337,16709.00505,750.0,4473.0,803.0,5154.0,710.0,4178.0,574.0,3724.0,0.7272727272727273,0.5853705859526581,0.8430884184308842,0.7747380675203726,0.058530510585305104,0.14144353899883585,26.0,25.5,True,True,False,True,False,3.644998381070984,2784.834175,1.051026206973347
390,G5z2EN/QJphZKwlNXqj9V4io2r3iogQ98S0zrHDtLmI=,0,1.0,,,7.0,2010-09-18,1,0,0,2328.0,129.0,1.0,41.0,False,0.0,False,0.0,False,0.0,992.9675833333332,5594.223416666666,292.0,1411.0,326.0,1624.0,226.0,1273.0,203.0,1167.0,0.3496932515337423,0.5381773399014779,0.656441717791411,0.7543103448275862,0.25153374233128833,0.17179802955665024,22.0,17.5,True,True,False,True,False,3.045912832310838,932.3705694444443,1.0649924138263993
391,2zxBh5K9WumSlYeA1ape+y4/uhdX5Ri5KWgip9/Cuak=,0,1.0,,,7.0,2016-04-19,1,0,0,288.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,447.53420000000006,2780.100966666667,90.0,440.0,120.0,783.0,104.0,671.0,102.0,640.0,0.725,0.6909323116219668,0.8583333333333333,0.8339719029374202,0.10833333333333334,0.12132822477650064,5.0,6.0,True,True,False,False,False,3.7294516666666673,463.35016111111116,0.9658660718425467
392,zy0Bx/hlv+Lg1yXzO6eL71IA9NDdRY5Hy8i3WSQ+ato=,0,1.0,,,7.0,2015-08-14,1,0,0,537.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,846.0076499999999,3436.74275,97.0,400.0,266.0,978.0,209.0,806.0,195.0,741.0,0.5488721804511278,0.614519427402863,0.7631578947368421,0.7903885480572597,0.18045112781954886,0.13701431492842536,15.0,10.833333333333334,True,True,False,False,False,3.180479887218045,572.7904583333333,1.4769932663711882
393,f5vSvNI9ehJaAFv/SM170+2dPbYsaxn310/MXRzeKX4=,0,1.0,,,7.0,2015-08-15,1,0,0,536.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,1947.0384499999998,5570.121366666667,400.0,1112.0,509.0,1457.0,467.0,1275.0,453.0,1226.0,0.8172888015717092,0.733013040494166,0.899803536345776,0.8579272477693891,0.043222003929273084,0.08853809196980096,14.0,7.5,True,True,False,False,False,3.8252228880157166,928.3535611111112,2.0973027212495023
394,YNJnY3Qa946OONQg+FF6U6AdVozcRHQyH1SwA+jUjNg=,0,4.0,,,7.0,2012-03-13,1,0,0,1786.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,649.6870166666668,3454.9465000000005,172.0,834.0,179.0,905.0,147.0,792.0,129.0,724.0,0.6145251396648045,0.712707182320442,0.7932960893854749,0.8375690607734807,0.11731843575418995,0.08397790055248619,8.0,7.666666666666667,True,True,False,False,False,3.629536405959032,575.8244166666667,1.1282727822268739
395,A/CmTbOVj2x4TQuv3pgmhHE6idRAt4/ei1pHy1S9+Z4=,0,7.0,31.0,female,3.0,2013-01-15,0,1,0,1478.0,149.0,1.0,40.0,False,0.0,False,0.0,False,0.0,664.6326,3406.08585,144.0,838.0,161.0,922.0,159.0,831.0,157.0,808.0,0.9751552795031055,0.7906724511930586,0.9875776397515528,0.8893709327548807,0.0,0.07809110629067245,16.0,15.666666666666666,True,True,False,False,False,4.128152795031056,567.680975,1.17078540460159
396,rCSxMN0PA0T8/5LeDAh3Cno3F+OaxzovBYhhrVx0jNs=,0,5.0,27.0,male,7.0,2016-08-07,0,0,1,178.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,2761.7349333333336,16711.644066666668,695.0,4856.0,952.0,6078.0,676.0,4208.0,628.0,3971.0,0.4012605042016807,0.36623889437314905,0.6911764705882353,0.6739058900954261,0.25210084033613445,0.27624218492925307,25.0,24.0,True,True,,True,,2.900982072829132,2785.274011111111,0.9915487389449388
397,THqAt4B/O/NnlCDFf5tOiX0ToekYaw4kV8DNkugroto=,0,22.0,24.0,male,4.0,2016-03-31,0,0,1,307.0,149.0,1.0,40.0,False,0.0,False,0.0,False,0.0,623.6421166666667,4296.754216666667,301.0,1282.0,344.0,1572.0,119.0,954.0,68.0,738.0,-0.3953488372093023,0.15839694656488548,0.25872093023255816,0.5515267175572519,0.4186046511627907,0.2824427480916031,17.0,13.666666666666666,True,True,False,False,False,1.8129131298449612,716.1257027777779,0.8708556532011392
398,YxtDREbB/of5pLDj8l71x0c+Ajxf57hJ/NBfUwqnApk=,0,1.0,,,7.0,2016-07-30,1,0,0,186.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,448.6048166666667,2883.255766666667,215.0,1245.0,244.0,1493.0,110.0,707.0,80.0,540.0,-0.16393442622950818,-0.11922304085733422,0.38524590163934425,0.4072337575351641,0.5040983606557377,0.4742129939718687,15.0,18.0,True,True,False,False,False,1.838544330601093,480.54262777777785,0.9335380270865783
399,pApvCyJE7Lq92eQ4JEUMaVZqhi0P5CKigH63i2wFR0o=,0,1.0,,,7.0,2014-09-09,1,0,0,876.0,149.0,1.0,41.0,False,0.0,False,0.0,False,0.0,202.3387,1192.2445166666666,6.0,155.0,10.0,232.0,9.0,158.0,9.0,138.0,0.8,0.2974137931034483,0.9,0.6163793103448276,0.1,0.25862068965517243,1.0,2.3333333333333335,True,False,False,False,False,20.23387,198.70741944444444,1.01827450915375
400,yuGco0dL6BcRsJgDB13ppHGqikEGHLKndH9EY8ukIcw=,0,22.0,45.0,male,7.0,2013-10-14,0,0,1,1206.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,False,False,,False,,,,
401,qoDnkh2jXlJp/TzXgk3noCkY3jLCAxOYTa+mdJNYndA=,0,1.0,18.0,male,3.0,2014-09-06,0,0,1,879.0,149.0,0.0,38.0,False,0.0,False,0.0,False,0.0,3242.5445166666664,6545.204483333333,883.0,1668.0,1062.0,2025.0,780.0,1549.0,699.0,1156.0,0.4303201506591337,0.48444444444444446,0.6958568738229756,0.7195061728395061,0.2137476459510358,0.17037037037037037,25.0,10.5,True,True,False,True,False,3.05324342435656,1090.867413888889,2.9724460327466873
402,LelR/T7vLrdaJc509zKoy+GmJ9IaA6Iby7IHHkHGBW0=,0,1.0,,,7.0,2011-05-08,1,0,0,2096.0,100.0,1.0,41.0,False,0.0,False,0.0,False,0.0,301.10720000000003,5151.5758,67.0,1391.0,88.0,1723.0,73.0,1157.0,65.0,1022.0,0.6022727272727273,0.2983168891468369,0.7727272727272727,0.6268136970400464,0.125,0.2257690075449797,6.0,18.833333333333332,True,True,False,False,False,3.421672727272728,858.5959666666666,0.350697198321337
403,ORJvqNaYVZq/txWTj1B627+euMfGYStFbtf4Of7tJmQ=,0,1.0,,,7.0,2016-08-27,1,0,0,158.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,2534.985533333333,8832.372233333333,608.0,2123.0,715.0,2676.0,630.0,2262.0,609.0,2180.0,0.7524475524475525,0.6760089686098655,0.8713286713286713,0.8307174887892377,0.08951048951048951,0.12369207772795217,18.0,12.5,True,True,,False,,3.545434312354312,1472.062038888889,1.7220643331355365
404,J9TQDY2VNvleo5JGyLzTVZlZdz48XsJ8gjblcj2+ATY=,0,12.0,28.0,male,9.0,2004-08-07,0,0,1,4561.0,149.0,1.0,34.0,False,0.0,False,0.0,False,0.0,294.43471666666665,1124.2347833333333,84.0,303.0,88.0,336.0,70.0,280.0,64.0,255.0,0.5454545454545454,0.6309523809523809,0.75,0.7976190476190477,0.14772727272727273,0.11904761904761904,7.0,5.0,True,True,False,False,False,3.3458490530303027,187.3724638888889,1.5713873349141911
405,2JRDkNAGCWk8zc7KIQMoOTxCowwicM3d8NzcVwiZY4s=,0,,,,,,1,0,0,,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,False,False,,False,,,,
406,T/RT7xKpLsOViISgljc4Us0RATcNbFvhAeH8s9B6f/c=,0,4.0,25.0,male,7.0,2014-02-24,0,0,1,1073.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,2382.59105,8423.24075,464.0,3340.0,658.0,3966.0,519.0,2016.0,498.0,1799.0,0.5638297872340425,-0.013111447302067574,0.7750759878419453,0.4785678265254665,0.1778115501519757,0.44780635400907715,22.0,18.666666666666668,True,True,False,True,False,3.6209590425531917,1403.8734583333335,1.6971551359255639
407,Zart5kxlHVAnWeq3FhJcSLFOa4zsu5zxgTHYz1a7Nww=,0,1.0,,,7.0,2014-05-02,1,0,0,1006.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,0.0,36.42596666666667,0.0,9.0,0.0,9.0,0.0,8.0,0.0,8.0,,0.7777777777777778,,0.8888888888888888,,0.0,0.0,0.3333333333333333,False,False,False,False,False,,6.070994444444445,0.0
408,0yzLc/38aw+NbNn3ZX771gGSXWC3HNqW3jCnRWgrYuQ=,0,1.0,,,7.0,2013-07-22,1,0,0,1290.0,129.0,1.0,41.0,False,0.0,False,0.0,False,0.0,419.12035,1409.06195,99.0,391.0,127.0,571.0,99.0,341.0,86.0,286.0,0.5039370078740157,0.14010507880910683,0.7244094488188977,0.542907180385289,0.13385826771653545,0.30122591943957966,11.0,5.166666666666667,True,True,False,False,False,3.300160236220472,234.84365833333334,1.784678168337453
409,JIfXlEAd8zBx0gveKxiXFHdNrxF/bv7tVaz6S48P7m4=,0,9.0,54.0,male,9.0,2007-05-19,0,0,1,3546.0,149.0,1.0,21.0,False,0.0,False,0.0,False,0.0,490.38751666666667,34813.935966666664,116.0,6348.0,133.0,8197.0,118.0,8086.0,104.0,8042.0,0.7368421052631579,0.9712089788947176,0.849624060150376,0.9847505184823716,0.08270676691729323,0.010857630840551422,9.0,24.0,True,True,False,False,False,3.6871241854636594,5802.32266111111,0.08451572677152021
410,ykgLRc3yGA7hD2r73VHgqX2XkfX9K0x8AEYYLC85DC4=,0,13.0,28.0,male,9.0,2007-07-31,0,0,1,3473.0,149.0,1.0,34.0,False,0.0,False,0.0,False,0.0,3008.5095,13550.759883333334,730.0,3038.0,926.0,4162.0,718.0,3137.0,659.0,2832.0,0.5172786177105831,0.46900528592023066,0.7419006479481641,0.7152811148486304,0.19222462203023757,0.19557904853435848,26.0,23.166666666666668,True,True,False,True,False,3.2489303455723544,2258.459980555556,1.3321066239393538
411,6tjXXRJZS6VlZZpwjfmKMyqwPXEEd47MohE6FI4E6ZU=,0,5.0,33.0,male,9.0,2006-04-04,0,0,1,3956.0,149.0,1.0,34.0,False,0.0,False,0.0,False,0.0,5885.3263,21983.239966666668,1321.0,4709.0,1518.0,5825.0,1404.0,5166.0,1357.0,4939.0,0.8386034255599473,0.7570815450643776,0.9137022397891963,0.8702145922746781,0.05731225296442688,0.09253218884120172,27.0,25.0,True,True,False,True,False,3.8770265480895914,3663.873327777778,1.6063127115722593
412,sXPa4fXDLRyQBJwKYFOa4xtNOKulXZIUYd1AAy4z2rE=,0,13.0,,female,9.0,2007-09-21,0,1,0,3421.0,149.0,1.0,34.0,False,0.0,False,0.0,False,0.0,53.21001666666666,2449.783866666666,25.0,597.0,33.0,825.0,13.0,664.0,4.0,598.0,-0.3333333333333333,0.5709090909090909,0.2727272727272727,0.7660606060606061,0.36363636363636365,0.13575757575757577,6.0,8.166666666666666,True,True,False,False,False,1.6124247474747473,408.297311111111,0.130321741580577
413,n1SsuQwhIlgiXd68tXnuzrHui2n7spFqf96/flfR80o=,0,14.0,35.0,male,7.0,2011-03-10,0,0,1,2155.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,597.6980666666666,4827.079516666666,166.0,1145.0,176.0,1337.0,148.0,1205.0,144.0,1168.0,0.6704545454545454,0.7868362004487659,0.8295454545454546,0.8855646970830217,0.13068181818181818,0.07180254300673149,8.0,7.0,True,True,False,False,False,3.396011742424242,804.5132527777777,0.7429312874622869
414,gkLGlEy+oC1nEZhqa39XYckIZDZKwA+4jkf1U0M21Z8=,0,1.0,,,7.0,2016-12-02,1,0,0,61.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,467.90354999999994,1372.7295499999998,169.0,397.0,204.0,514.0,114.0,326.0,98.0,281.0,0.058823529411764705,0.22178988326848248,0.5,0.5875486381322957,0.4117647058823529,0.31712062256809337,10.0,3.8333333333333335,True,True,,False,,2.2936448529411764,228.7882583333333,2.0451379516088948
415,dsEidqtZjOYZY86acxhzpQVDwavHXyldJUcfjJx+OzA=,0,1.0,,,7.0,2015-11-29,1,0,0,430.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,13785.091166666669,83212.42281666669,2278.0,15713.0,3820.0,22821.0,3806.0,22795.0,3803.0,22783.0,0.9918848167539267,0.9974146619341834,0.9955497382198953,0.9985539634547128,0.002617801047120419,0.0006134700495157968,28.0,28.166666666666668,True,True,True,True,False,3.608662609075044,13868.737136111115,0.9939687392858106
416,ebFnS5edmy7Y+hGIelxJpstC/jVVfQLSwddIzqcPZRo=,0,1.0,,,9.0,2016-05-17,1,0,0,260.0,149.0,0.0,38.0,False,0.0,False,0.0,False,0.0,1957.4127833333332,15886.666150000001,450.0,2964.0,567.0,4263.0,437.0,3409.0,410.0,3258.0,0.5255731922398589,0.588552662444288,0.7548500881834215,0.788881069669247,0.21869488536155202,0.18296973961998592,20.0,21.666666666666668,True,True,False,False,False,3.4522271310993533,2647.7776916666667,0.7392662871561633
417,5XKjhwoEx7qekVkrI2p7OLtCaRRIrKmZBUkxgyG2Sco=,0,1.0,,,4.0,2016-10-05,1,0,0,119.0,149.0,0.0,38.0,False,0.0,False,0.0,False,0.0,663.4062,767.9308166666667,199.0,282.0,244.0,350.0,176.0,201.0,150.0,167.0,0.39344262295081966,0.09142857142857143,0.6721311475409836,0.5171428571428571,0.22131147540983606,0.3628571428571429,11.0,2.6666666666666665,True,True,,False,,2.718877868852459,127.98846944444445,5.183327864452373
418,wRQLSVtwICXkmWUVEZTNCD/Z3CF7kDyCbDofwQwC7VI=,0,1.0,,,7.0,2011-03-03,1,0,0,2162.0,149.0,1.0,41.0,False,0.0,False,0.0,False,0.0,666.9327499999999,3515.3121166666665,146.0,893.0,245.0,1378.0,197.0,905.0,184.0,828.0,0.5836734693877551,0.2880986937590711,0.7795918367346939,0.6313497822931785,0.15918367346938775,0.31059506531204645,11.0,9.0,True,True,False,False,False,2.722174489795918,585.8853527777777,1.1383332026273798
419,4P+KRaSCJzZZ6siJINbbuAHD/rI7dLzjKJGUPqiLRJs=,0,1.0,,,7.0,2015-09-10,1,0,0,510.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,0.0,610.0982666666667,0.0,201.0,0.0,228.0,0.0,145.0,0.0,123.0,,0.2149122807017544,,0.5789473684210527,,0.31140350877192985,0.0,2.0,False,False,False,False,False,,101.68304444444446,0.0
420,R8yPsZWpNWip8GQHss4fYfXi9duy0x+g1UAMGtEitzU=,0,9.0,27.0,male,3.0,2014-05-10,0,0,1,998.0,149.0,1.0,39.0,False,0.0,False,0.0,False,0.0,8721.384866666667,42675.985133333335,1978.0,11791.0,2519.0,13496.0,2229.0,10915.0,2190.0,10571.0,0.7630011909487892,0.6035121517486662,0.8781262405716554,0.7947540011855364,0.09845176657403731,0.17538529934795494,30.0,29.833333333333332,True,True,True,True,False,3.4622409157072913,7112.664188888889,1.2261769479136742
421,Zrk/S/fg+sKiXzFt+pDfnzOBd+i5h5KXdQsxtKOmSeU=,0,5.0,20.0,male,7.0,2014-07-03,0,0,1,944.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,3453.1898333333343,13130.664933333332,798.0,3302.0,1012.0,3916.0,820.0,3103.0,691.0,2636.0,0.5701581027667985,0.5352400408580184,0.7598814229249012,0.742849846782431,0.1383399209486166,0.14938712972420837,30.0,24.166666666666668,True,True,False,True,False,3.4122429183135714,2188.4441555555554,1.5779200143476872
422,aBVEpnvmrRIaB8vgUPSFLEQnap1+izOkcUZRkD2S6vY=,1,4.0,20.0,male,3.0,2016-03-06,0,0,1,332.0,149.0,0.0,38.0,False,0.0,False,0.0,False,0.0,856.1902166666665,13865.777749999997,367.0,4890.0,383.0,5078.0,208.0,3479.0,190.0,3295.0,0.06005221932114883,0.3503347774714454,0.5169712793733682,0.665222528554549,0.38903394255874674,0.2790468688460024,12.0,21.0,True,True,False,False,False,2.2354835944299385,2310.962958333333,0.3704906708172212
423,NMN5OhTxvLnQ3rarjOzQbYyAILHN6Uk9ajTzZ7yIfkE=,0,1.0,,,7.0,2015-08-02,1,0,0,549.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,False,False,,False,,,,
424,gTLxQwMbEPY7frjDg4uVRFRoi3JAuiOf7LIc6XKl+AY=,1,13.0,38.0,female,9.0,2015-01-14,0,1,0,749.0,180.0,0.0,36.0,False,0.0,False,0.0,False,0.0,204.51631666666665,1729.2052833333332,47.0,348.0,76.0,464.0,53.0,405.0,51.0,390.0,0.39473684210526316,0.7349137931034483,0.6973684210526315,0.8620689655172413,0.2894736842105263,0.09698275862068965,4.0,3.6666666666666665,True,False,False,False,False,2.6910041666666666,288.20088055555556,0.7096311304546576
425,H65fc9nO6ny+laYLQOFGf4xqtPm/40dILJ373kpF7pM=,1,1.0,,,9.0,2015-01-01,1,0,0,762.0,180.0,0.0,36.0,False,0.0,False,0.0,False,0.0,147.86836666666667,261.40049999999997,48.0,66.0,63.0,96.0,38.0,62.0,25.0,44.0,0.06349206349206349,0.17708333333333334,0.4603174603174603,0.53125,0.2857142857142857,0.23958333333333334,9.0,2.8333333333333335,True,True,False,False,False,2.3471169312169313,43.56674999999999,3.3940646632275002
426,8Y1OfRm+p2hSXD9iMMA3PhF0kXdnja6yaMhJL1pbUAo=,0,1.0,,female,7.0,2011-01-29,0,1,0,2195.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,3363.807716666667,15025.195616666666,793.0,3295.0,870.0,3851.0,856.0,3641.0,851.0,3581.0,0.9632183908045977,0.883406907296806,0.9793103448275862,0.9379381978706829,0.011494252873563218,0.045702414957153985,15.0,17.166666666666668,True,True,False,False,False,3.866445651340997,2504.1992694444443,1.34326679099021
